title,description,image,Source,category,text_cleaned
Gearhead Outfitters,Equip yourself with what you need to enjoy all that the great outdoors has to offer! shop with Gearhead Outfitters for all your outdoor apparel and gear needs....,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Uncle_3A67716F-5056-A348-3A2D1E204818543B-3a6770905056a34_3a6771d5-5056-a348-3af0902ce3db4830.jpg",Chicago North shore,Shopping,equip need enjoy great outdoors offer shop gearhead outfitter outdoor apparel gear need
The Glen Town Center,"This well-planned development offers beautiful shops and restaurant-lined streets reminiscent of a European town. A 10 screen ArcLight movie theatre complex, shops i...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Glenview_The_Glen_Town_Center_10_a966eb7e-5056-a348-3ab1db6b66f19bbd.png",Chicago North shore,Shopping,well planned development offer beautiful shop restaurant lined street reminiscent european town screen arclight movie theatre complex shop
Glenview Coin & Collectibles,"Located in historic downtown Glenview since 1984, this family owned business buys and sells coins, jewelry, and other collectibles. Their expertise combined with tru...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Glenview-Coin_9E41CE08-5056-A348-3A37E3B7299CB96A-9e41cd1b5056a34_9e41ce89-5056-a348-3a38323de698498e.jpg",Chicago North shore,Shopping,located historic downtown glenview since family owned business buy sell coin jewelry collectible expertise combined tru
Good Grapes,"A North Shore gem with a finely curated wine selection, artisanal charcuterie, select craft beers, and canned cocktails in a neighborhood store. Private and public w...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/GoodGrapes_48B232A4-5056-BF65-D64C9C81F8A84809-48b2318e5056bf6_48b2373d-5056-bf65-d6b505d227506eb6.jpg",Chicago North shore,Shopping,north shore gem finely curated wine selection artisanal charcuterie select craft beer canned cocktail neighborhood store private public w
Green Bay Cycles,"A fun, friendly, family-oriented bike shop offering experience, professionalism and level of expertise usually reserved for pro shops. Focusing on your needs, you'll...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/GreenBayCycles_04123E79-5056-A348-3AD25E1E3FAAA3EC-04123d8c5056a34_04123ef4-5056-a348-3aa0e0df6adebdf8.jpg",Chicago North shore,Shopping,fun friendly family oriented bike shop offering experience professionalism level expertise usually reserved pro shop focusing need 'll
Heritage Trail Mercantile,"This is a treasure hunt of a store! A wide, open “loft-like” space that is home to 42 of Chicagoland’s finest Antique & Vintage Vendors....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/HerTrailFB_D35175C6-5056-A348-3A4C3D591C146F19-d35174ee5056a34_d3517631-5056-a348-3af4262dc188a97c.jpg",Chicago North shore,Shopping,treasure hunt store wide open “ loft like space home chicagoland finest antique vintage vendor
Historic Wagner Farm Gift Store,"While you’re visiting Historic Wagner Farm, stop by the Museum Store, located in the Heritage Center and pick up a nostalgic souvenir of your visit to Historic Wagne...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Wagner_0ACAF3B7-5056-A348-3AD9E300D14FC70C-0acaf2f85056a34_0acaf410-5056-a348-3afb34de5a908898.jpg",Chicago North shore,Shopping,visiting historic wagner farm stop museum store located heritage center pick nostalgic souvenir visit historic wagne
Hubba-Hubba,"Fixture for trendy women's clothes, new accessories, and occasional events. Your favorites, your must-haves, and your go-to pieces that you can count on to always en...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/HubbaHubba_0DF8CD41-5056-BF65-D6920D803C7C8F76-0df8cc235056bf6_0df8d5eb-5056-bf65-d6430ff3973df5f2.jpg",Chicago North shore,Shopping,fixture trendy woman 's clothes new accessory occasional event favorite must have go piece count always en
Hudson Grace,Hudson Grace started as the dream of co-founders Monelle Totah and Gary McNatton and was born out of their shared passion for gifting and entertaining. Their style i...,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/HudsonGrace_20783F47-5056-A348-3AF2397C932DA2EA-20783e9e5056a34_20783faf-5056-a348-3a8e8485519fbd83.jpg",Chicago North shore,Shopping,hudson grace started dream co founder monelle totah gary mcnatton born shared passion gifting entertaining style
Illinois Holocaust Museum,"Shop a wide assortment of Judaica, jewelry, fair trade, books and DVDs, special exhibit merchandise including Ruth Bader Ginsburg items....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/IHMEC_D8F33648-5056-A348-3AD6114DC20CA494-d8f335815056a34_d8f336b3-5056-a348-3a16fa051be8edd3.jpg",Chicago North shore,Shopping,shop wide assortment judaica jewelry fair trade book dvd special exhibit merchandise including ruth bader ginsburg item
Inspired Indian Cooking,"Offering easy and delicious cooking experiences with spice kits for iconic Indian dishes and live, virtual cooking classes. Shop in-person or on-line, they ship nati...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/InspiredIndian_A195C1B7-5056-BF65-D63D873D8303ECCC-a195c0065056bf6_a195cb01-5056-bf65-d6b2af11a5080235.jpg",Chicago North shore,Shopping,offering easy delicious cooking experience spice kit iconic indian dish live virtual cooking class shop person line ship nati
Junior League of Evanston-North Shore Thrift House,"Whether you’re a bargain-hunter, a student on a budget, or someone who likes to shop for treasures, you’ll find constantly changing merchandise of great finds at Thr...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/ThriftHouse_E373DD1C-9A38-14AE-AF479D1882A7644F-e373dba1d663368_e373e68c-f386-a4fd-a6ae9a24b5aa416a.jpg",Chicago North shore,Shopping,whether bargain hunter student budget someone like shop treasure find constantly changing merchandise great find thr
Kilwins,"Old-fashioned confectionery store selling chocolates, ice cream, handmade sweets & gift baskets....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Kilwins0-0959d0fa5056a34_0959d29d-5056-a348-3a9738f879686b7e.jpg",Chicago North shore,Shopping,old fashioned confectionery store selling chocolate ice cream handmade sweet gift basket
Knightsbridge Wine Shoppe,A leader in the Chicagoland area for sought after wine and other rare offerings. Offers personal and knowledgeable service to navigate the broad selection. Happy to...,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/knightsbridge-Wine_9FA214FF-5056-A348-3A47E44DE61CF4EB-9fa214585056a34_9fa2156b-5056-a348-3ae50228f7f3552d.jpg",Chicago North shore,Shopping,leader chicagoland area sought wine rare offering offer personal knowledgeable service navigate broad selection happy
Lincolnwood Town Center,The Lincolnwood Town Center is a beautifully designed and fully enclosed mall that features bright lights and marble floors for a comfortable environment and friendl...,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/LincolnwoodTownCenter_1A882578-E3EA-15C7-1E0DFFFE1415DC8F-1a882397d4284e9_1a882dfd-e0db-53d2-a61c6c5d5ad76d1f.jpg",Chicago North shore,Shopping,lincolnwood town center beautifully designed fully enclosed mall feature bright light marble floor comfortable environment friendl
Lori's Designer Shoes,"A shoe lovers dream come true! This one-of-a-kind find is stocked with thousands of shoes, boots, bags, accessories, and apparel. Hundreds of high-end women's shoe s...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Lori_31B5ECA9-5056-A348-3ACFB9E47D7EA30C-31b5ebb45056a34_31b5ed17-5056-a348-3a30039e574de01b.jpg",Chicago North shore,Shopping,shoe lover dream come true one kind find stocked thousand shoe boot bag accessory apparel hundred high end woman 's shoe
Macushla Brewing Co.,"Local family-owned brewery produces a wide range of beers. From lagers, blondes, IPAs and stouts, there is something for everyone. Dedicated to good atmosphere and g...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Machushla-1_409225C0-5056-A348-3A8615AF31E8914D-409225085056a34_4092263e-5056-a348-3a13111bb5ec8e6f.jpg",Chicago North shore,Shopping,local family owned brewery produce wide range beer lager blonde ipas stout something everyone dedicated good atmosphere g
Madison Grace,"Located in Downtown Evanston, Madison Grace helps women of all ages look and feel their best. A shopping destination for women’s contemporary fashion with a chic and...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/MadisonGrace2_2074B27A-5056-A348-3A6FC09E18AAFF12-2074b1f25056a34_2074b2d5-5056-a348-3a26d7ea3b84f375.jpg",Chicago North shore,Shopping,located downtown evanston madison grace help woman age look feel best shopping destination woman contemporary fashion chic
Material Possessions,"Specializing in thought-provoking pieces designed to ignite the imagination, stir the soul and make a statement are aplenty here. There are articles of whimsy too. ...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/MaterialPosessions_0E0D9F77-5056-BF65-D69987B7C6976079-0e0d9cf25056bf6_0e0da90c-5056-bf65-d6e2f464eef16ded.jpg",Chicago North shore,Shopping,specializing thought provoking piece designed ignite imagination stir soul make statement aplenty article whimsy
Mattie M.,"This North Shore clothing boutique offers many upscale choices in designer sportswear, dresses and accessories. Looks range from contemporary to classic allowing you...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/MattieM_0E16BE80-5056-BF65-D60FEFD3B4491A5B-0e16bd055056bf6_0e16c85b-5056-bf65-d6d6ccadde287dde.jpg",Chicago North shore,Shopping,north shore clothing boutique offer many upscale choice designer sportswear dress accessory look range contemporary classic allowing
Maya Papaya & Tony Macarony,"A fun Evanston children's boutique, sharing cool clothes and gifts for kids 0 to 12. You’ll find pretty girl’s dresses, boys and girls coats, shoes and loungewear, ...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Evanston_Maya_Papaya_and_Tony_Macarony0_a960814d-5056-a348-3ab7e90027f261b6.png",Chicago North shore,Shopping,fun evanston child 's boutique sharing cool clothes gift kid find pretty girl dress boy girl coat shoe loungewear
Maze Home,A natural extension of owner Cindy Galvin’s interior design business – Bardes Interiors – the store provides a loft-like environment for sharing her exte...,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Winnetka_Maze_Home1_a961426e-5056-a348-3acb50729feff3e5.png",Chicago North shore,Shopping,natural extension owner cindy galvin interior design business bardes interior store provides loft like environment sharing exte
Morning Glory Flower Shop,"A full service, every occasion florist. Creating beautiful fresh flower arrangements as well as blooming plants and European gardens....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Glenview_Morning_Glory_Flower_Shop0_a9611944-5056-a348-3aa0b8d46a168422.png",Chicago North shore,Shopping,full service every occasion florist creating beautiful fresh flower arrangement well blooming plant european garden
NiceLena & Friends,"Check out this creative, bold store selling a wide range of gifts and collectibles. You will find mugs, candles, prints, stickers, do-it-yourself kits, and a wide se...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/NiceLena_3766A5D0-5056-A348-3A86CD9A505EE3BA-3766a4445056a34_3766a63e-5056-a348-3aa044e967ad9c30.jpg",Chicago North shore,Shopping,check creative bold store selling wide range gift collectible find mug candle print sticker kit wide se
Nordstrom,"An unerring eye for what's next in fashion. A relentless drive to exceed expectations. For more than 100 years, Nordstrom has worked to deliver the best possible sho...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Skokie_Nordstrom0_a95fd164-5056-a348-3ad5aabf73e0f3bc.png",Chicago North shore,Shopping,unerring eye 's next fashion relentless drive exceed expectation year nordstrom worked deliver best possible sho
North Shore Exchange Glencoe,Award-winning luxury charitable resale shop for women and the home. North Shore Exchange donates 100% of its profits to charity and has made $3.7 million in donation...,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/NSEchange2_EE649D43-5056-BF65-D6F2A67B74ACAEE0-ee649c8a5056bf6_ee64abbf-5056-bf65-d6d792b906620221.jpg",Chicago North shore,Shopping,award winning luxury charitable resale shop woman home north shore exchange donates profit charity made million donation
Northbrook Court,"Shop the brands you love at the only indoor shopping center on the North Shore. Featuring shopping, dining, and an AMC movie theater complex. Located in the heart of...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/NBCourt0-2a06e65c5056a34_2a06e86a-5056-a348-3a8e85aeeea14c92.jpg",Chicago North shore,Shopping,shop brand love indoor shopping center north shore featuring shopping dining amc movie theater complex located heart
Notice Accessories for Living,"Notice is a constantly changing selection of comfy, cute clothing and accessories with a touch of quirk. The shop also includes a carefully curated collection of bab...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Evanston_Notice0_a92df3ab-5056-a348-3a3c4bba7f0779d6.png",Chicago North shore,Shopping,notice constantly changing selection comfy cute clothing accessory touch quirk shop also includes carefully curated collection bab
Peachtree Place,"A Northfield treasure, specializing in wonderful gifts and home accessories. The store has grown from its original two rooms to eleven rooms filled with lamps, pri...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Peachtree_32A9C34C-5056-A348-3A0D7DFF6E2C215B-32a9c2765056a34_32a9c3b8-5056-a348-3a57a9038a187010.jpg",Chicago North shore,Shopping,northfield treasure specializing wonderful gift home accessory store grown original two room eleven room filled lamp pri
Peckish Pig,"Evanston’s first brewery! Your source for craft beer, specialty cocktails to-go at this brewpub on the edge of where Chicago meets Evanston. Peckish Pig typically ha...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/PeckishPig0_a92ab39f-5056-a348-3a22fc0b96c01278.png",Chicago North shore,Shopping,evanston first brewery source craft beer specialty cocktail go brewpub edge chicago meet evanston peckish pig typically ha
Penzeys Spices,"A cook’s dream come true in this spice store where you will find a vast selection of Penzeys brand spices, trial bags, gift boxes, gadgets bottles and more....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Penzeys_D2C8D894-5056-A348-3ABAD4E148F55C82-d2c8d7945056a34_d2c8d903-5056-a348-3ab7930908a34f55.jpg",Chicago North shore,Shopping,cook dream come true spice store find vast selection penzeys brand spice trial bag gift box gadget bottle
Plaza del Lago,"A robust mix of on-trend and classic retailers, one-of-a-kind boutiques, distinctive restaurants, grocery, and services all beautifully bundled in a Spanish-style co...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/PlazaDelLago_5C428762-5056-BF65-D61C2DF4C454B7E6-5c4285795056bf6_5c429165-5056-bf65-d65b1e7ec3138b63.jpg",Chicago North shore,Shopping,robust mix trend classic retailer one kind boutique distinctive restaurant grocery service beautifully bundled spanish style co
Randoons,"A hip clothing, accessory and gift boutique bringing city style to the 'burbs. A couture cafe inspired by all things sweet and funky. We carry many small artist line...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Randoons_0E58234A-5056-BF65-D66B39A6E9F3FF8E-0e5821785056bf6_0e582cc1-5056-bf65-d66cac2fcef6b81c.jpg",Chicago North shore,Shopping,hip clothing accessory gift boutique bringing city style 'burbs couture cafe inspired thing sweet funky carry many small artist line
REI,"Life outdoors is a life well-lived. REI knows firsthand the importance of quality outdoor gear, and stand behind all of their products with a 100% lifetime satisfact...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/REI_A0583F70-5056-A348-3A1D23D9CACA6842-a0583ef05056a34_a0583fc4-5056-a348-3ac83e7494b7a960.jpg",Chicago North shore,Shopping,life outdoors life well lived rei know firsthand importance quality outdoor gear stand behind product lifetime satisfact
Saville Flowers & Gifts,"A forth-generation family owned business, serving the North Shore and beyond. From everyday wrapped bouquets to large scale events and weddings, Saville Flowers prov...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/SavilleFlowers0-ec5061675056a34_ec5062ed-5056-a348-3ae82cecde7e0dc8.jpg",Chicago North shore,Shopping,forth generation family owned business serving north shore beyond everyday wrapped bouquet large scale event wedding saville flower prov
Secret Treasures,Most of the items date from the 1920s to 1950s and you might even find a 1950s Radio Flyer Wagon or an original 1940s military issued Hamilton watch. It’s always an ...,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/SecretTreasures_0E649C51-5056-BF65-D6276187654ADB11-0e649a755056bf6_0e64a603-5056-bf65-d66a19988457b678.jpg",Chicago North shore,Shopping,item date might even find radio flyer wagon original military issued hamilton watch always
Sketchbook Brewing Company,"Craft beer lovers rejoice! Sketchbook Brewing Co., founded six years ago in Evanston, has opened a taproom in Skokie! Grab your howlers, growlers or a 6 pack to go o...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Sketchbook_0AEF8B2D-5056-A348-3ADA622EA20FD7FE-0aef8a745056a34_0aef8b85-5056-a348-3a63c821087e6008.jpg",Chicago North shore,Shopping,craft beer lover rejoice sketchbook brewing co founded six year ago evanston opened taproom skokie grab howler growler pack go
Spice House,"Family owned since 1957, these merchants offer the highest quality, hand-selected and hand-prepared spices and herbs at far below grocery store prices. Featuring han...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Evanston_Spice_House0_a9578262-5056-a348-3a906e05bfd3f003.png",Chicago North shore,Shopping,family owned since merchant offer highest quality hand selected hand prepared spice herb far grocery store price featuring han
Squeezebox Books and Music,"A boutique style, thematically based used book and music store, browsable and ever changing, Squeezebox carries all shapes, sizes and curious categories of books and...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Evanston_Squeezebox_Books_and_Music0_a954f691-5056-a348-3a3ba929566c545d.png",Chicago North shore,Shopping,boutique style thematically based used book music store browsable ever changing squeezebox carry shape size curious category book
Starved Rock Cabinets,"It all starts with wood, of course—and all of our wood is responsibly and sustainably sourced. It ends with custom cabinetry that meets your needs and your tastes. O...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/StarvedRockCabinets_D82875B2-5056-BF65-D6E4558520533193-d82874f95056bf6_d828895b-5056-bf65-d66bd3f03faee83d.jpg",Chicago North shore,Shopping,start wood course wood responsibly sustainably sourced end custom cabinetry meet need taste
Stella,"A chic and funky boutique filled with one-of-a-kind treasures where you slowly browse around in a warm, relaxing atmosphere. Situated on lively Central Street in Eva...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Evanston_Stella0_a954e0c6-5056-a348-3a12668865df1c46.png",Chicago North shore,Shopping,chic funky boutique filled one kind treasure slowly browse around warm relaxing atmosphere situated lively central street eva
Swantiques,"Swantiques offers an ever-changing selection of vintage furniture, lighting, art, textiles, and decorative objects. Our offerings range from antique to post-modern, ...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Swan_944128A9-5056-A348-3A77A846F868A1A0-944127695056a34_94412923-5056-a348-3af6a64435e02004.jpg",Chicago North shore,Shopping,swantiques offer ever changing selection vintage furniture lighting art textile decorative object offering range antique post modern
Temperance Beer Co.,"A hometown favorite,Temperance Beer Co., is a taproom pouring house beers, offering growlers to go. Great gift options for those that want to gift something with a l...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Evanston_Temperance_Beer_Company1_a94b81fd-5056-a348-3a4673c61f41e8f0.png",Chicago North shore,Shopping,hometown favorite temperance beer co taproom pouring house beer offering growler go great gift option want gift something l
Ten Ninety Brewing Company,"Pick up that unique holiday gift for beer- loving friends, family or yourself. Stock up on your favorite craft beer. Cans and growlers to go. Call or order online at...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/TenNinety_0EB8C774-5056-BF65-D6915D20CC151C9B-0eb8c6135056bf6_0eb8d0b0-5056-bf65-d654b68465d06713.jpg",Chicago North shore,Shopping,pick unique holiday gift beer loving friend family stock favorite craft beer can growler go call order online
Ten Thousand Villages,This fair trade retail phenomenon was founded by visionary entrepreneur Edna Ruth Byler in 1946. It has grown into a global network of social entrepreneurs working ...,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Evanston_Ten_Thousand_Villages0_a9682b3a-5056-a348-3a321f136aceb7d3.png",Chicago North shore,Shopping,fair trade retail phenomenon founded visionary entrepreneur edna ruth byler grown global network social entrepreneur working
The Alchemists Wife,"Handmade soaps, body care, home fragrance, natural cleaning supplies and laundry, candles, bespoke fragrances for men and women. Men's shaving, skin and body care, r...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/AlchemistsWife0-1e56f2b65056a34_1e56f421-5056-a348-3a113805110aa9ed.jpg",Chicago North shore,Shopping,handmade soap body care home fragrance natural cleaning supply laundry candle bespoke fragrance men woman men 's shaving skin body care r
The Flower Shop in Glencoe,"Unique boutique gift shop and floral studio with a love of all things pretty. Offering everyday, weekly, monthly florals, seasonal planting subscriptions, orchids, ...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/FlowerShop0-ec5a384c5056a34_ec5a3a2f-5056-a348-3a4960d20314df64.jpg",Chicago North shore,Shopping,unique boutique gift shop floral studio love thing pretty offering everyday weekly monthly florals seasonal planting subscription orchid
Twisted Trunk,"Unique consignment store, specializing in higher end pre-owned items. Also carry new items from various designers. Featuring anything from basic furniture to unique ...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/TwistedTrunk_0ED883F8-5056-BF65-D6AE3CE8ECB64754-0ed8829b5056bf6_0ed88ca7-5056-bf65-d697da08606c6472.jpg",Chicago North shore,Shopping,unique consignment store specializing higher end pre owned item also carry new item various designer featuring anything basic furniture unique
Valentina,"Women’s clothing, jewelry, accessories, gifts for the home. Valentina is a modern and contemporary, unique boutique....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Valentina_FEA47A00-5056-A348-3A832F3691E549FC-fea479295056a34_fea47a51-5056-a348-3a77cbe7b2213e04.jpg",Chicago North shore,Shopping,woman clothing jewelry accessory gift home valentina modern contemporary unique boutique
The Village Treasure House,A non-profit consignment home store featuring upscale and vintage furniture and home décor. A convenient resource for those in need of selling or donating home furn...,"https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/village-treasure_A0058695-5056-A348-3ADE64398E93DAEB-a00585d65056a34_a00586e9-5056-a348-3a3007896d4eb641.jpg",Chicago North shore,Shopping,non profit consignment home store featuring upscale vintage furniture home décor convenient resource need selling donating home furn
Vogue Fabrics,"Enabling fabriholics since 1945, Vogue Fabrics is a mecca for sewing enthusiasts around the globe. Specializing in fashion fabrics, you will also find bridal, home d...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Evanston_Vogue_Fabrics0_a9544111-5056-a348-3a9f6334a9d83dae.png",Chicago North shore,Shopping,enabling fabriholics since vogue fabric mecca sewing enthusiast around globe specializing fashion fabric also find bridal home
Westfield Old Orchard,"Westfield Old Orchard is Chicagoland’s premier shopping center and lifestyle destination. With an incredible wealth of over 150 retailers, dining options, and event ...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Skokie_Westfield_Old_Orchard0_a969b681-5056-a348-3ad17e7beca6f531.png",Chicago North shore,Shopping,westfield old orchard chicagoland premier shopping center lifestyle destination incredible wealth retailer dining option event
Wheel and Sprocket,"A Top 100 bicycle shop serving all cyclists. Selling the top brands of bikes, parts, and accessories. Offering repair and maintenance of all brands and bicycle fitti...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/WheelSprokcet_0EFDF74B-5056-BF65-D61BB84D2A2C7F27-0efdf5fa5056bf6_0efdffe5-5056-bf65-d6504c82cbe3f836.jpg",Chicago North shore,Shopping,top bicycle shop serving cyclist selling top brand bike part accessory offering repair maintenance brand bicycle fitti
Wheeling Town Center,"With nearly a dozen restaurants, stores and CMX Movie Theatre, direct access to Metra, the Wheeling Town Center is the place to work and play!...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/WheelingTownCenter_831C0C87-5056-A348-3AC7A7DC9E079E26-831c0bf35056a34_831c0d06-5056-a348-3a5e69b4c59618d1.jpg",Chicago North shore,Shopping,nearly dozen restaurant store cmx movie theatre direct access metra wheeling town center place work play
Wild Child,"A family-owned specialty toy store for kids from infancy to 15 years old. Carrying unique toys, games, crafts, jewelry and apparel....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/WildChild_0F0D2435-5056-BF65-D6E921AD9AE10C1A-0f0d22e05056bf6_0f0d2e01-5056-bf65-d60f96bbe1f77826.jpg",Chicago North shore,Shopping,family owned specialty toy store kid infancy year old carrying unique toy game craft jewelry apparel
Wine Goddess,"A fresh, felicitous take on the grape and its noblest derivative: Wine! An Evanston-based wine bar and retailer of craft wine, beer, and spirits....","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/WineGod_366F0526-5056-A348-3A2DCDD70AB5F3AE-366f03f45056a34_366f05a7-5056-a348-3a9aa086db5b6a3b.jpg",Chicago North shore,Shopping,fresh felicitous take grape noblest derivative wine evanston based wine bar retailer craft wine beer spirit
Ed Rudolph Northbrook Velodrome,"One of only a few official quarter-mile bike tracks in the country, this outdoor velodrome attracts top cyclists from the Midwest. There are weekly races in the summ...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Northbrook_Ed_Rudolph_Northbrook_Velodrome0_a965c9ea-5056-a348-3a5b47bb6dca1d3e.png",Chicago North shore,Shopping,one official quarter mile bike track country outdoor velodrome attracts top cyclist midwest weekly race summ
Funtopia Adventure Park,"A large, active entertainment facility that combines sports and fun with numerous attractions such as indoor climbing walls, a rope course, a caving system, and more...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Funtopia.jpg10-0b515a675056a34_0b515bba-5056-a348-3a3e301838137d6f.jpg",Chicago North shore,Shopping,large active entertainment facility combine sport fun numerous attraction indoor climbing wall rope course caving system
Heritage Park,"Heritage Park is a 100+ acre nature, recreation and community gathering place. Offering something for everyone including 10-acre Lake Heritage with breathtaking scen...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Wheeling_Heritage_Park1_a940a223-5056-a348-3a6e0c65a9e379d6.png",Chicago North shore,Shopping,heritage park acre nature recreation community gathering place offering something everyone including acre lake heritage breathtaking scen
Midtown Lustbader Health Club,"A boutique Midtown club nestled within Bernard Weinger JCC in Northbrook, Marvin Lustbader Health Club features an indoor, 25-yard swimming pool, 7,000 sq. foot gymn...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Midtown-Lustbader_fitness-4--b3bc20ae5056a34_b3bc227d-5056-a348-3afc7b53fa012670.jpg",Chicago North shore,Shopping,boutique midtown club nestled within bernard weinger jcc northbrook marvin lustbader health club feature indoor yard swimming pool sq foot gymn
North Shore Sports Center,"North Shore's top choice when planning impactful interaction. The 96,000 square foot Sports and Events Center combines state-of-the-art indoor fields, courts and ada...","https://assets.simpleviewinc.com/simpleview/image/upload/c_fit,w_225,h_225/crm/cnscvb/Northbrook_The_Accelerated_Center0_a9784fc7-5056-a348-3a6f14feaa881370.png",Chicago North shore,Shopping,north shore 's top choice planning impactful interaction square foot sport event center combine state art indoor field court ada
