title,description,personas,category,image_url,text_cleaned,text_cleaned_lemmatized,website
Atelier,"People tend to see Chef Hunter’s menus as having a fair amount of international influence. But for him it’s much more localized. He cooks the way he sees people eat, whether that’s the corner taco joint or the bun stand outside of Joong Boo. Like Folk music, his menus are down to earth, come from the people and reflect the things that brought them to this point and place.",luxury,one star michelin,,people tend to see chef hunter’s menu as have a fair amount of international influence but for him it’s much more localize he cook the way he see people eat whether that’s the corner taco joint or the bun stand outside of joong boo like folk music his menu be down to earth come from the people and reflect the thing that bring them to this point and place,people tend to see chef hunter’s menu as have a fair amount of international influence but for him it’s much more localize he cook the way he see people eat whether that’s the corner taco joint or the bun stand outside of joong boo like folk music his menu be down to earth come from the people and reflect the thing that bring them to this point and place,choosechicago
Indienne,INDIENNE resides in a 19th-century printing warehouse; the converted timber loft now brought to life by Chef Sujan Sarkar's culminating effort in progressive Indian fine dining where he is defining and redefining the limitless potential of Indian cuisine.,luxury,one star michelin,,reside in a 19th-century printing warehouse the convert timber loft now bring to life by chef sujan sarkar's culminate effort in progressive indian fine dine where he be define and redefine the limitless potential of indian cuisine,reside in a 19th-century printing warehouse the convert timber loft now bring to life by chef sujan sarkar's culminate effort in progressive indian fine dine where he be define and redefine the limitless potential of indian cuisine,choosechicago
BOKA,"Chef Lee Wolen’s seasonal American food centers on beautiful ingredients and expertly executed preparations, delivering à la carte dishes and a hyper-seasonal tasting menu with graceful, genuine hospitality. With a distinctive combination of unparalleled service, a visionary chef, and exceptional design, Boka exemplifies Boka Restaurant Group’s core mission to create unique, timeless restaurants.",luxury,one star michelin,,chef lee wolen’s seasonal american food center on beautiful ingredient and expertly execute preparation deliver à la carte dish and a hyper-seasonal tasting menu with graceful genuine hospitality with a distinctive combination of unparalleled service a visionary chef and exceptional design boka exemplify boka restaurant group’s core mission to create unique timeless restaurant,chef lee wolen’s seasonal american food center on beautiful ingredient and expertly execute preparation deliver à la carte dish and a hyper-seasonal tasting menu with graceful genuine hospitality with a distinctive combination of unparalleled service a visionary chef and exceptional design boka exemplify boka restaurant group’s core mission to create unique timeless restaurant,choosechicago
EL Ideas,Douglas Park,luxury,one star michelin,,douglas park,douglas park,choosechicago
Elske,"a modern American restaurant—located in Chicago’s West Loop neighborhood at 1350 West Randolph Street—from Chefs David and Anna Posey. With the restaurant borrowing its name from the Danish word “to love”, there is a strong focus on an evolving philosophy, centering on simplistic fare, seasonal ingredients, and energetic hospitality. They combine contemporary and classic techniques while showcasing local and seasonal ingredients",luxury,one star michelin,,a modern american restaurant from chefs david and anna posey with the restaurant borrow its name from the danish word “to love” there be a strong focus on an evolve philosophy center on simplistic fare seasonal ingredient and energetic hospitality they combine contemporary and classic technique while showcase local and seasonal ingredien,a modern american restaurant from chefs david and anna posey with the restaurant borrow its name from the danish word “to love” there be a strong focus on an evolve philosophy center on simplistic fare seasonal ingredient and energetic hospitality they combine contemporary and classic technique while showcase local and seasonal ingredien,choosechicago
Esme_,"In August 2021, Chef Jenner Tomaska and his wife and partner Katrina Bravo opened a fine-dining restaurant, Esmé in Chicago’s Lincoln Park neighborhood. With Esmé, French for “beloved,” Tomaska and Bravo reimagine the tasting— menu model with philanthropy and art integrated into the foundation of the experience, an expression of their shared vision for the community-focused restaurant.",luxury,one star michelin,,in august 2021 chef jenner tomaska and his wife and partner katrina bravo open a fine-dine restaurant esmé in chicago’s lincoln park neighborhood with esmé french for beloved tomaska and bravo reimagine the tasting menu model with philanthropy and art integrate into the foundation of the experience an expression of their share vision for the community-focused restaurant,in august 2021 chef jenner tomaska and his wife and partner katrina bravo open a fine-dine restaurant esmé in chicago’s lincoln park neighborhood with esmé french for beloved tomaska and bravo reimagine the tasting menu model with philanthropy and art integrate into the foundation of the experience an expression of their share vision for the community-focused restaurant,choosechicago
Galit,"Galit is a Middle Eastern Restaurant in the Lincoln Park neighborhood in Chicago, owned and operated by Andrés Clavero and James Beard Award-winning chef Zachary Engel. The restaurant is a space for community: hospitality professionals, guests and suppliers will come together and celebrate food and drink in a respectful, friendly and caring manner. The menu focuses on a seasonal and localized approach to dishes of the Middle East, alongside a unique and forward-thinking beverage program. ",luxury,one star michelin,,a middle eastern restaurant and operate by andrés clavero and james beard award-winning chef zachary engel the restaurant be a space for community hospitality professional guest and supplier will come together and celebrate food and drink in a respectful friendly and care manner the menu focus on a seasonal and localize approach to dish of the middle east alongside a unique and forward-thinking beverage program,a middle eastern restaurant and operate by andrés clavero and james beard award-winning chef zachary engel the restaurant be a space for community hospitality professional guest and supplier will come together and celebrate food and drink in a respectful friendly and care manner the menu focus on a seasonal and localize approach to dish of the middle east alongside a unique and forward-thinking beverage program,choosechicago
Kasama,Kasama is a bakery and modern Filipino restaurant from chefs Genie Kwon and Timothy Flores located in the East Ukrainian Village neighborhood of Chicago. We look forward to welcoming you! ,luxury,one star michelin,,a bakery and modern filipino restaurant from chefs genie kwon and timothy flores locate in the east ukrainian village neighborhood of chicago,a bakery and modern filipino restaurant from chefs genie kwon and timothy flores locate in the east ukrainian village neighborhood of chicago,choosechicago
Mako,"Known as one of the country’s premier sushi chefs, Chef B.K. Park has more than 20 years of experience working with seafood.",luxury,one star michelin,,know as one of the country’s premier sushi chef chef b.k. park have more than 20 year of experience work with seafood,know as one of the country’s premier sushi chef chef b.k. park have more than 20 year of experience work with seafood,choosechicago
Next,"Next explores the world of cuisine by changing its entire menu and dining experience a few times a year, each time focusing on a new culinary region, theme, or moment in time.",luxury,one star michelin,,next explore the world of cuisine by change its entire menu and dine experience a few time a year each time focus on a new culinary region theme or moment in time,next explore the world of cuisine by change its entire menu and dine experience a few time a year each time focus on a new culinary region theme or moment in time,choosechicago
Omakase Yume,"A classic, seemingly simple food, sushi requires masterful skill in details tasted, but not always apparent to the diner. From the quality, temperature, taste and formation of the rice (shari), to the slicing and seasoning of the fish (neta), every component is critical in defining an elegant taste. ",luxury,one star michelin,,a classic seemingly simple food sushi require masterful skill in details taste but not always apparent to the diner from the quality temperature taste and formation of the rice shari to the slice and season of the fish neta every component be critical in define an elegant taste,a classic seemingly simple food sushi require masterful skill in details taste but not always apparent to the diner from the quality temperature taste and formation of the rice shari to the slice and season of the fish neta every component be critical in define an elegant taste,choosechicago
Porto,"STARRED LOVE LETTER FROM SPAIN AND PORTUGAL FEATURING A WOOD-BURNING KITCHEN, SEAFOOD FLOWN IN FROM GALICIA, CONSERVAS, AND EXCLUSIVE WINES.",luxury,one star michelin,,star love letter from spain and portugal feature a wood-burn kitchen seafood fly in from galicia conservas and exclusive wine,star love letter from spain and portugal feature a wood-burn kitchen seafood fly in from galicia conservas and exclusive wine,choosechicago
Schwa,"A fluid menu of vivid courses, crafted by a crew of culinary artists under the direction of Chef Michael Carlson, who work to their own rhythm to re-imagine the possibilities of global, seasonal ingredients. A kitchen where every ingredient is respected and every choice is intentional. ",luxury,one star michelin,,a fluid menu of vivid course craft by a crew of culinary artist under the direction of chef michael carlson who work to their own rhythm to reimagine the possibility of global seasonal ingredient a kitchen where every ingredient be respect and every choice be intentional,a fluid menu of vivid course craft by a crew of culinary artist under the direction of chef michael carlson who work to their own rhythm to reimagine the possibility of global seasonal ingredient a kitchen where every ingredient be respect and every choice be intentional,choosechicago
Sepia,"A palette of deep, neutral tones and details including stunning Tony Duquette “sunburst” light fixtures and a portable turn-of-the-century walnut and pewter bar create the perfect backdrop to the inventive seasonal American cuisine created by James Beard Award-nominated Executive Chef Andrew Zimmerman.",luxury,one star michelin,,a palette of deep neutral tones and details including stunning tony duquette sunburst light fixtures and a portable turn of the century walnut and pewter bar create the perfect backdrop to the inventive seasonal american cuisine created by james beard award nominated executive chef andrew zimmerman,,choosechicago
Temporis,We offer an evolving ten-course tasting menu of progressive American cuisine featuring ingredients grown in our hydroponic garden,luxury,one star michelin,,offer an evolve ten-course tasting menu of progressive american cuisine feature ingredient grow in our hydroponic garden,offer an evolve ten-course tasting menu of progressive american cuisine feature ingredient grow in our hydroponic garden,choosechicago
Topolobampo,"presents Mexican cuisine through a contemporary, fine-dining lens, while bringing vibrant excitement and adventure that is sure to enchant even the most experienced culinary travelers",luxury,one star michelin,,presents mexican cuisine through a contemporary fine-dine lens while bring vibrant excitement and adventure that be sure to enchant even the most experience culinary traveler,presents mexican cuisine through a contemporary fine-dine lens while bring vibrant excitement and adventure that be sure to enchant even the most experience culinary traveler,choosechicago
Daisie’s,"devote tremendous energy to serving food and beverages comprised of the best ingredients, making as much from scratch as possible and sourcing the balance from ethically responsible purveyors",luxury,michelin green star,,devote tremendous energy to serve food and beverage comprise of the best ingredient make as much from scratch as possible and source the balance from ethically responsible purveyor,devote tremendous energy to serve food and beverage comprise of the best ingredient make as much from scratch as possible and source the balance from ethically responsible purveyor,choosechicago
Apolonia,South Loop,luxury,Michelin Bib Gourmand,,south loop,south loop,choosechicago
avec,"Mediterranean and Midwestern influenced shared plates restaurant, _opened in October 2003 out of a partnership between Executive Chef Paul Kahan, restauranteur _Donnie Madia and wine steward Eduard Seitan",luxury,Michelin Bib Gourmand,,mediterranean and midwestern influenced shared plate restaurant open in october 2003 out of a partnership between executive chef paul kahan  restaurateur donnie madia and wine steward eduard seitan,mediterranean and midwestern influenced shared plate restaurant open in october 2003 out of a partnership between executive chef paul kahan  restaurateur donnie madia and wine steward eduard seitan,choosechicago
Birrieria Zaragoza,"After a career in customer service, John (Juan) Zaragoza decided he wanted to bring a bit of his hometown of La Barca. Jalisco to Chicago",luxury,Michelin Bib Gourmand,,john juan zaragoza decided he wanted to bring a bit of his hometown of la barca jalisco to chicago,john juan zaragoza decided he wanted to bring a bit of his hometown of la barca jalisco to chicago,choosechicago
Bloom Plant Based Kitchen,"100% plant-based and gluten-free. Our goal isn’t only to appeal to just the plant-based, vegan, and vegetarian community but instead to everyone. Our menu is veggie-driven but, that doesn’t mean it doesn’t have a fair share of comfort food",luxury,Michelin Bib Gourmand,,100 percent plant based and gluten free our goal isn’t only to appeal to just the plant based vegan and vegetarian community but instead to everyone our menu is veggie driven but that doesn’t mean it doesn’t have a fair share of comfort food,100 percent plant based and gluten free our goal isn’t only to appeal to just the plant based vegan and vegetarian community but instead to everyone our menu is veggie driven but that doesn’t mean it doesn’t have a fair share of comfort food,choosechicago
Boonie’s Filipino Restaurant,North Center,luxury,Michelin Bib Gourmand,,north center,north center,choosechicago
Cabra,Cabra is a spirited rooftop dining and drinking destination inspired by the vibrant flavors of Peruvian Cuisine,luxury,Michelin Bib Gourmand,,a spirited rooftop dine and drink destination inspire by the vibrant flavor of peruvian cuisine,a spirited rooftop dine and drink destination inspire by the vibrant flavor of peruvian cuisine,choosechicago
Cellar Door Provisions,american cuisine Logan Square,luxury,Michelin Bib Gourmand,,american cuisine logan square,american cuisine logan square,choosechicago
Chef’s Special Cocktail Bar,"tropical meets botanical with a hit of color wherever we can work it in. We like making drinks that are fun, fresh and easy to enjoy from mezcal coladas to ginger lychee shots",luxury,Michelin Bib Gourmand,,tropical meet botanical with a hit of color wherever we can work it in we like make drink that be fun fresh and easy to enjoy from mezcal colada to ginger lychee sho,tropical meet botanical with a hit of color wherever we can work it in we like make drink that be fun fresh and easy to enjoy from mezcal colada to ginger lychee sho,choosechicago
Ciccio Mio,A nice Italian restaurant,luxury,Michelin Bib Gourmand,,a nice italian restaurant,a nice italian restaurant,choosechicago
Chilam Balam,sustainably minded BYOB restaurant serving Mexican shared plates with a farm fresh twist,luxury,Michelin Bib Gourmand,,sustainably minded byub restaurant serving mexican shared plates with a farm fresh twist,sustainably minded byub restaurant serving mexican shared plates with a farm fresh twist,choosechicago
Cira,"a gathering place for small plates and shared feasts celebrating fresh, coastal ingredients",luxury,Michelin Bib Gourmand,,a gathering place for small plates and shared feasts celebrating fresh coastal ingredients,a gathering place for small plates and shared feasts celebrating fresh coastal ingredients,choosechicago
Daisies,"devote tremendous energy to serving food and beverages comprised of the best ingredients, making as much from scratch as possible and sourcing the balance from ethically responsible purveyors",luxury,Michelin Bib Gourmand,,devote tremendous energy to serving food and beverages comprised of the best ingredients making as much from scratch as possible and sourcing the balance from ethically responsible purveyors,devote tremendous energy to serving food and beverages comprised of the best ingredients making as much from scratch as possible and sourcing the balance from ethically responsible purveyors,choosechicago
Dear Margaret,"A love letter to Midwestern ingredients, written in elevated and honest French-Canadian cuisine. Rooted in classic technique. Relying on the passion and ingenuity of a year-round preservationist’s kitchen and larder. Reminiscent of that welcoming feeling at a grandmother’s table. ",luxury,Michelin Bib Gourmand,,a love letter to midwestern ingredient write in elevate and honest french canadian cuisine root in classic technique rely on the passion and ingenuity of a year-round preservationist’s kitchen and larder reminiscent of that welcome feel at a grandmother’s table,a love letter to midwestern ingredient write in elevate and honest french canadian cuisine root in classic technique rely on the passion and ingenuity of a year-round preservationist’s kitchen and larder reminiscent of that welcome feel at a grandmother’s table,choosechicago
The Duck Inn,a neighborhood gastro-tavern and dining room. It’s housed in a pre-Prohibition era tavern with a cozy retro design aesthetic that feels like home,luxury,Michelin Bib Gourmand,,a neighborhood gastro-tavern and dining room housed in a preprohibition era tavern with a cozy retro design aesthetic that feels like home,a neighborhood gastro-tavern and dining room housed in a preprohibition era tavern with a cozy retro design aesthetic that feels like home,choosechicago
etta,"with a frequently updated menu of wood-fired pizzas, housemade pastas, and farm fresh salads, etta is a celebration of rustic cuisine that is thoughtful of the season",luxury,Michelin Bib Gourmand,,with a frequently updated menu of wood-fired pizzas housemade pastas and farm fresh salads ,with a frequently updated menu of wood-fired pizzas housemade pastas and farm fresh salads ,choosechicago
Frontera Grill,offer a taste of their passion for Mexico in Chicago at the casual Frontera Grill (opened in March 1987),luxury,Michelin Bib Gourmand,,offer a taste of their passion for mexico opened since March 1987,offer a taste of their passion for mexico opened since March 1987,choosechicago
Giant,"We like food. We like people. We like feeding people food. We promise not to make people into food. We promise to make simple, delicious (slightly cheffy) food for people to eat. We promise to be ready with the wine should the people want it. We don’t have room for a lot of people, so, people please, make your reservations early. People.",luxury,Michelin Bib Gourmand,,we like food we like people we like feed people food we promise not to make people into food we promise to make simple delicious slightly cheffy food for people to eat we promise to be ready with the wine should the people want it we don’t have room for a lot of people so people please make your reservation early people,we like food we like people we like feed people food we promise not to make people into food we promise to make simple delicious slightly cheffy food for people to eat we promise to be ready with the wine should the people want it we don’t have room for a lot of people so people please make your reservation early people,choosechicago
Ghin Khao,"Every plate achieves that cuisine-defining balance of sweet, salty, bitter, spicy and sour. This defines what Thai food is.
We focus on fresh ingredients, scratch cooking and authentic dishes. Approach the menu and order a few dishes to share with each other and experience variety.",luxury,Michelin Bib Gourmand,,every plate achieve that cuisine defining balance of sweet salty bitter spicy and sour this define what thai food be we focus on fresh ingredient scratch cooking and authentic dish approach the menu and order a few dish to share with each other and experience variety,every plate achieve that cuisine defining balance of sweet salty bitter spicy and sour this define what thai food be we focus on fresh ingredient scratch cooking and authentic dish approach the menu and order a few dish to share with each other and experience variety,choosechicago
Gilt Bar,"Serving a sumptuous menu of American classics, global wines, and cocktails from times past, Gilt Bar's playful elegance is more opulent than ever. The sultry space features delightful furnishings, upholstered walls, and intriguing details enfolded in an amber glow.",luxury,Michelin Bib Gourmand,,serving a sumptuous menu of american classic global wine and cocktail from time past gilt bar's playful elegance be more opulent than ever the sultry space feature delightful furnishing upholster wall and intriguing detail enfold in an amber glow,serving a sumptuous menu of american classic global wine and cocktail from time past gilt bar's playful elegance be more opulent than ever the sultry space feature delightful furnishing upholster wall and intriguing detail enfold in an amber glow,choosechicago
Girl & The Goat,"the brainchild and culinary home of Stephanie Izard, winner of Top Chef in Season 4. Since the day it opened it has been one of the hardest reservations to get in America, and continues to have people lined up on a daily basis.",luxury,Michelin Bib Gourmand,,the brainchild and culinary home of stephanie izard winner of top chef in season 4 since the day it open it have be one of the hardest reservation to get in america and continue to have people line up on a daily basis,the brainchild and culinary home of stephanie izard winner of top chef in season 4 since the day it open it have be one of the hardest reservation to get in america and continue to have people line up on a daily basis,choosechicago
HaiSous,"a true Vietnamese kitchen by Chef Thai & Danielle Dang located in Pilsen, a historic and vibrant Chicago neighborhood",luxury,Michelin Bib Gourmand,,a true vietnamese kitchen by chef thai & danielle dang locate in pilsen a historic and vibrant chicago neighborhood,a true vietnamese kitchen by chef thai & danielle dang locate in pilsen a historic and vibrant chicago neighborhood,choosechicago
Ina Mae Tavern,"was inspired by the charming Mom and Pop joints, dive bars and corner stores of his hometown.  It was this influence that inspired Chef Brian Jupiter to bring an authentic Southern experience to Chicago.",luxury,Michelin Bib Gourmand,,inspire by the charming mom and pop joint dive bar and corner store of his hometown it be this influence that inspire chef brian jupiter to bring an authentic southern experience to chicago,inspire by the charming mom and pop joint dive bar and corner store of his hometown it be this influence that inspire chef brian jupiter to bring an authentic southern experience to chicago,choosechicago
Kie-Gol-Lanee,"will find original flavors from the highlands of Oaxaca and the pacific coast including tlayudas, ceviches, tamales oaxaqueños, chapulines (grasshoppers), cornish hen, just to name a few.",luxury,Michelin Bib Gourmand,,will find original flavor from the highland of oaxaca and the pacific coast include tlayudas ceviches tamales oaxaqueños chapulines grasshopper cornish hen,will find original flavor from the highland of oaxaca and the pacific coast include tlayudas ceviches tamales oaxaqueños chapulines grasshopper cornish hen,choosechicago
La Josie,"upscale-casual Mexican restaurant with three agave bars, including one on the rooftop, brings traditional flavors in a modern, yet comfortable atmosphere in Chicago’s West Loop",luxury,Michelin Bib Gourmand,,upscale casual mexican restaurant with three agave bar include one on the rooftop bring traditional flavor in a modern yet comfortable atmosphere in chicago’s west loop,upscale casual mexican restaurant with three agave bar include one on the rooftop bring traditional flavor in a modern yet comfortable atmosphere in chicago’s west loop,choosechicago
Lardon,"Our all-day restaurant transforms from café to salumeria to bistro, offering espresso and housemade pastries in the morning, French-inspired fare in the evening, and charcuterie all the time.",luxury,Michelin Bib Gourmand,,all day restaurant transform from café to salumeria to bistro offer espresso and housemade pastry in the morning french inspired fare in the evening and charcuterie all the time,all day restaurant transform from café to salumeria to bistro offer espresso and housemade pastry in the morning french inspired fare in the evening and charcuterie all the time,choosechicago
Longman & Eagle,"This farm-to-table, nose-to-tail aesthetic is lovingly represented by Executive Chef Maxwell Robbins. His considerate and deliberate offerings are both adventurous and sublime, featuring items that exemplify his passion for creative, flavorful and honest dishes offered at fair and reasonable prices.",luxury,Michelin Bib Gourmand,,this farm to table nose to tail aesthetic be lovingly represent by executive chef maxwell robbins his considerate and deliberate offering be both adventurous and sublime feature item that exemplify his passion for creative flavorful and honest dish offer at fair and reasonable pric,this farm to table nose to tail aesthetic be lovingly represent by executive chef maxwell robbins his considerate and deliberate offering be both adventurous and sublime feature item that exemplify his passion for creative flavorful and honest dish offer at fair and reasonable pric,choosechicago
Lula Café,"serve a brunch that is casual, simple yet sophisticated, with ingredients like fresh farm eggs and porridges made from cornmeal ground at a local mill. Besides the daily offering of meats and fish from sustainable sources, every day we serve adventurous fare for vegetarians. While at dinner the food is more intricate and formal, we never cede the accessibility and youthfulness with which Lula was begun",luxury,Michelin Bib Gourmand,,serve a brunch that be casual simple yet sophisticated with ingredient like fresh farm egg and porridge make from cornmeal ground at a local mill besides the daily offer of meat and fish from sustainable source every day we serve adventurous fare for vegetarian while at dinner the food be more intricate and formal we never cede the accessibility and youthfulness with which lula be begin,serve a brunch that be casual simple yet sophisticated with ingredient like fresh farm egg and porridge make from cornmeal ground at a local mill besides the daily offer of meat and fish from sustainable source every day we serve adventurous fare for vegetarian while at dinner the food be more intricate and formal we never cede the accessibility and youthfulness with which lula be begin,choosechicago
Mama Delia,"MODERN SPANISH IN CHICAGO. MAMA DELIA, LOCATED IN CHICAGO'S WICKER PARK, IS A SPANISH RESTAURANT AND SHERRY BAR OFFERING A FRESH TAKE ON WHAT IS HAPPENING IN SPAIN TODAY.",luxury,Michelin Bib Gourmand,,a modern spanish restaurant and sherry bar offer a fresh take on what be happen in spain today,a modern spanish restaurant and sherry bar offer a fresh take on what be happen in spain today,choosechicago
Mango Pickle,Indian-American “atelier” kitchen in an intimate café setting,luxury,Michelin Bib Gourmand,,indian-american atelier kitchen in an intimate café setting,indian-american atelier kitchen in an intimate café setting,choosechicago
mfk,"the cuisine leans toward simple preparations of high-quality ingredients, in the style of spain's catalan & basque coastal regions",luxury,Michelin Bib Gourmand,,the cuisine lean toward simple preparation of high quality ingredient in the style of spains catalan and basque coastal region,the cuisine lean toward simple preparation of high quality ingredient in the style of spains catalan and basque coastal region,choosechicago
Mi Tocaya Antojeria,"The thoughtfully composed menu features a progression of small, medium and large plates composed of Davila’s takes on familiar Mexican favorites; less known regional specialties; and completely new dishes that are inspired by her Mexican heritage.",luxury,Michelin Bib Gourmand,,the thoughtfully compose menu feature a progression of small medium and large plate compose of davila’s take on familiar mexican favorite less know regional specialty and completely new dish that be inspire by her mexican heritage,the thoughtfully compose menu feature a progression of small medium and large plate compose of davila’s take on familiar mexican favorite less know regional specialty and completely new dish that be inspire by her mexican heritage,choosechicago
Mott St.,"Taking inspiration from the night markets of Asia and his Korean-American childhood, Chef Edward Kim pairs eastern cooking techniques with Chicago ingredients to create umami-laden flavors, juxtaposing tastes and textures for a wildly exciting menu.",luxury,Michelin Bib Gourmand,,take inspiration from the night market of asia and his korean-american childhood chef edward kim pair eastern cooking technique with chicago ingredient to create umami-laden flavor juxtapose taste and texture for a wildly exciting menu,take inspiration from the night market of asia and his korean-american childhood chef edward kim pair eastern cooking technique with chicago ingredient to create umami-laden flavor juxtapose taste and texture for a wildly exciting menu,choosechicago
Munno Pizzeria & Bistro,"the unfussy dining room, which is often full, is balanced by a serious kitchen where chefs deploy top-rate ingredients and carefully manage puffy, charred Roman-style pizzas cooked in electric deck ovens.",luxury,Michelin Bib Gourmand,,the unfussy dining room which be often full be balance by a serious kitchen where chef deploy top rate ingredient and carefully manage puffy charred roman style pizza cook in electric deck oven,the unfussy dining room which be often full be balance by a serious kitchen where chef deploy top rate ingredient and carefully manage puffy charred roman style pizza cook in electric deck oven,choosechicago
Nella Pizza e Pasta,"Neapolitan concept from renowned pizzaiola Nella Grassano. You feel the love and passion she has for the cuisine of her birthplace Naples, Italy.",luxury,Michelin Bib Gourmand,,neapolitan concept from renowned pizzaiola nella grassano you feel the love and passion she have for the cuisine of her birthplace naples italy,neapolitan concept from renowned pizzaiola nella grassano you feel the love and passion she have for the cuisine of her birthplace naples italy,choosechicago
Perilla,"centered around a communal dining experience. inspired by korean flavors and ingredients, we offer our approach on many traditional classics, korean bbq, and modern korean dishes paired alongside new and exciting takes created by chef andrew lim to represent the second generation of korean americans and the food we love to enjoy and share",luxury,Michelin Bib Gourmand,,center around a communal dining experience inspire by korean flavor and ingredient we offer our approach on many traditional classic korean bbq and modern korean dish pair alongside new and exciting take create by chef andrew lim to represent the second generation of korean american and the food we love to enjoy and share,center around a communal dining experience inspire by korean flavor and ingredient we offer our approach on many traditional classic korean bbq and modern korean dish pair alongside new and exciting take create by chef andrew lim to represent the second generation of korean american and the food we love to enjoy and share,choosechicago
Pleasant House Pub,"a small pie shop specializing in Royal Pies-their own variety of handmade, artisanal meat and vegetable savory pies",luxury,Michelin Bib Gourmand,,a small pie shop specialize in royal pies their own variety of handmade artisanal meat and vegetable savory pie,a small pie shop specialize in royal pies their own variety of handmade artisanal meat and vegetable savory pie,choosechicago
Pompette,YOUR FRIENDLY NEIGHBORHOOD CAFE & WINE BAR,luxury,Michelin Bib Gourmand,,your friendly neighborhood cafe & wine bar,your friendly neighborhood cafe & wine bar,choosechicago
Proxi,our dishes celebrate the power of bold flavors and pristine ingredients through a fresh American lens,luxury,Michelin Bib Gourmand,,our dishes celebrate the power of bold flavors and pristine ingredients through a fresh american lens,our dishes celebrate the power of bold flavors and pristine ingredients through a fresh american lens,choosechicago
The Purple Pig,"Dubbed the “Prince of Pork” by Dana Cowin (former Food and Wine Editor-in-Chief); Jimmy Jr., his Executive Chef and business partners brings their love for Mediterranean food to the Windy City in fun, inventive ways",luxury,Michelin Bib Gourmand,,dubbed the prince of pork by dana cowin former food and wine editor in chief jimmy jr his executive chef and business partner bring their love for mediterranean food to the windy city in fun inventive ways,dubbed the prince of pork by dana cowin former food and wine editor in chief jimmy jr his executive chef and business partner bring their love for mediterranean food to the windy city in fun inventive ways,choosechicago
Sochi Saigonese Kitchen,"introducing Chicagoans to a more traditional, yet elevated take on Vietnamese cuisine. It all comes down to the hidden details, the extra steps that people may not even notice, that make each dish special.",luxury,Michelin Bib Gourmand,,introduce chicagoans to a more traditional yet elevate take on vietnamese cuisine it all come down to the hidden detail the extra step that people may not even notice that make each dish special,introduce chicagoans to a more traditional yet elevate take on vietnamese cuisine it all come down to the hidden detail the extra step that people may not even notice that make each dish special,choosechicago
Sol de Mexico,"deliver the authentic taste of Mexican gastronomy every time you come in, which is why we only use fresh ingredients and every meal is cooked to order",luxury,Michelin Bib Gourmand,,deliver the authentic taste of mexican gastronomy ,deliver the authentic taste of mexican gastronomy ,choosechicago
Superkhana International,"Ingredients we use are local, our cuisine is international and our flavors are Indian by way of the world. ",luxury,Michelin Bib Gourmand,,ingredient we use be local our cuisine be international and our flavor be indian by way of the world,ingredient we use be local our cuisine be international and our flavor be indian by way of the world,choosechicago
"Table, Donkey and Stick","offering seasonal fare and a unique selection of beer, wine and spirits honoring the eating and drinking traditions of the Alps",luxury,Michelin Bib Gourmand,,offer seasonal fare and a unique selection of beer wine and spirit honor the eat and drink tradition of the alps,offer seasonal fare and a unique selection of beer wine and spirit honor the eat and drink tradition of the alps,choosechicago
Tortello Pastificio,"a chef-driven but casual counter service restaurant with everything made in-house. We are committed to simple food, the highest quality ingredients, and the traditions of Italy.",luxury,Michelin Bib Gourmand,,a chef-driven but casual counter service restaurant with everything make in house we be commit to simple food the high quality ingredient and the tradition of italy,a chef-driven but casual counter service restaurant with everything make in house we be commit to simple food the high quality ingredient and the tradition of italy,choosechicago
Union,an abundance of local beer. new american cuisine. quintessentially logan square.,luxury,Michelin Bib Gourmand,,an abundance of local beer new american cuisine,an abundance of local beer new american cuisine,choosechicago
Virtue,"Stationed in the Hyde Park neighborhood of Chicago, Virtue is a Southern American restaurant that leads with a culture of hospitality & kindness.",luxury,Michelin Bib Gourmand,,a southern american restaurant that leads with a culture of hospitality and kindness,a southern american restaurant that leads with a culture of hospitality and kindness,choosechicago
Yao Yao,an authentic Pickled Fish Chinese Restaurant that provides excellent quality Asian entrees,luxury,Michelin Bib Gourmand,,an authentic pickled fish chinese restaurant that provides excellent quality asian entrees,an authentic pickled fish chinese restaurant that provides excellent quality asian entrees,choosechicago
Harborside International,"a picturesque 18 holes, Harborside also offer space for hosting events. The Pier at Harborside offers complete catering services for private events. The space is perfect for hosting a birthday party, a bridal shower, an intimate wedding reception, a rehearsal dinner or a holiday party",sport,golf,,a picturesque 18 hole harborside also offer space for hosting events the pier at harborside offer complete catering service for private events the space be perfect for hosting a birthday party a bridal shower an intimate wedding reception a rehearsal dinner or a holiday party,a picturesque 18 hole harborside also offer space for hosting events the pier at harborside offer complete catering service for private events the space be perfect for hosting a birthday party a bridal shower an intimate wedding reception a rehearsal dinner or a holiday party,enjoyillinois
Cog Hill Golf and Country Club,"72-hole Chicagoland public golf & banquet facility. The home of the famous ""Dubsdread"" course which has hosted 20 PGA Tour events and national USGA amateur events",sport,golf,,72 hole chicagoland public golf & banquet facility the home of the famous dubsdread course which have host 20 pga tour event and national usga amateur even ,72 hole chicagoland public golf & banquet facility the home of the famous dubsdread course which have host 20 pga tour event and national usga amateur even ,enjoyillinois
 Glen Club,has 21 overnight rooms featuring unique layouts and elegant fixtures including historic photographs from Chicago's famous Golf Clubs.,sport,golf,,have 21 overnight room feature unique layout and elegant fixture include historic photograph from chicago's famous golf club,have 21 overnight room feature unique layout and elegant fixture include historic photograph from chicago's famous golf club,enjoyillinois
